"where";"id";"gender";"age";"education";"employment";"is_rescue_worker";"red_cross_commeetee_location";"rescue_worker_qualification";"years_experience";"last_training";"rate_of_activity";"job_qualification";"is_job_qualification_invariant";"is_team_invariant";"neuroticism";"negative_affect";"i1_na";"i2_na";"i3_na";"i4_na";"i5_na";"i1_sr";"i2_sr";"i3_sr";"i4_sr";"i5_sr";"i6_sr";"i7_sr";"self_reproach";"extraversion";"openness";"agreeableness";"nonantagonistic_orientation";"prosocial_orientation";"conscientiousness";"cope_nvi";"social_support";"avoiding_strategies";"positive_attitude";"problem_orientation";"transcendent_orientation";"avoiding_strategies_R";"transcendent_orientation_R";"ptg";"life_appreciation";"new_possibilities";"personal_strength";"spirituality_changes";"interpersonal_relationships";"ies";"avoiding";"intrusivity";"iperarousal";"self_kindness";"self_judgment";"common_humanity";"isolation";"mindfulness";"over_identification";"neg_self_compassion";"pos_self_compassion";"family";"friends";"significant_other"
"lombardia";"RT91742";"female";25;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Paderno Dugnano";"Si";"3";"Più di 1 anno fa";"1 turno a settimana";"Capo-squadra";"Yes";"Yes";16;11;3;1;3;1;3;1;1;0;1;1;1;0;5;37;31;39;25;14;44;141;35;25;28;35;18;58;22;77;12;20;15;1;29;44;17;19;8;13;14;12;12;11;12;38;36;22;20;24
"lombardia";"Rb08462h";"male";65;"Laurea magistrale";"Pensionato";"Yes";"Comitato di San donato milanese";"Si";"2";"Più di 1 anno fa";"1 turno a settimana";"Soccorritore";"Yes";"Yes";17;7;1;1;1;3;1;1;1;3;2;2;1;0;10;27;31;32;21;11;40;128;19;23;33;37;16;61;24;43;7;8;10;0;18;5;2;2;1;14;16;10;13;11;14;43;35;24;13;20
"lombardia";"GG095110";"female";35;"Diploma";"Dipendente";"Yes";"Comitato di Treviglio";"Si";"15";"Più di 1 anno fa";"1 turno ogni due settimane";"Capo-squadra";"Yes";"No";19;7;4;2;0;1;0;1;1;3;3;2;1;1;12;43;39;43;28;15;43;150;31;21;38;34;26;63;14;50;8;12;10;5;15;5;4;1;0;17;12;15;15;16;15;42;48;21;16;20
"lombardia";"Ma226122";"female";45;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Paderno Dugnano";"Si";"10";"Meno di 6 mesi fa";"1 turno ogni due settimane";"Capo-squadra";"Yes";"No";14;10;2;1;3;2;2;0;1;0;1;1;1;0;4;37;33;40;27;13;41;140;28;21;33;33;25;62;15;62;12;10;12;2;26;11;0;11;0;18;19;10;17;9;17;53;37;21;9;24
"lombardia";"AF53536";"female";25;"Diploma";"Dipendente";"Yes";"Comitato di Codogno";"Si";"4";"Meno di 1 anno fa";"Più di 1 turno a settimana";"Soccorritore";"No";"Yes";19;11;1;3;2;3;2;2;1;1;2;1;1;0;8;37;23;29;18;11;36;129;32;23;27;26;21;61;19;57;8;16;14;3;16;40;17;15;8;12;14;13;16;14;18;48;39;20;20;18
"lombardia";"EL36821";"female";20;"Diploma";"Dipendente";"Yes";"Comitato di Lodi";"Si";"1";"Meno di 1 anno fa";"1 turno a settimana";"Soccorritore";"No";"Yes";24;12;3;1;2;3;3;2;2;2;3;2;1;0;12;33;21;29;18;11;32;118;26;17;26;25;24;67;16;34;7;6;5;0;16;22;7;12;3;8;19;6;18;10;16;53;24;16;20;20
"lombardia";"ST929566";"female";25;"Laurea breve";"Studente";"Yes";"Comitato di Varese";"Si";"3";"Meno di 1 anno fa";"1 turno al mese";"Soccorritore";"Yes";"Yes";32;16;3;3;3;4;3;3;3;3;3;3;1;0;16;18;19;28;18;10;34;132;30;18;34;29;21;66;19;30;7;5;3;0;15;28;11;14;3;17;17;13;12;12;12;41;42;15;16;22
"lombardia";"CC15748";"female";20;"Diploma";"Studente";"Yes";"Comitato di Gardone Val Trompia";"Si";"1";"Meno di 6 mesi fa";"Più di 1 turno a settimana";"Soccorritore";"No";"No";26;11;2;0;4;2;3;3;1;2;4;2;1;2;15;34;40;41;27;14;36;143;30;17;41;35;20;67;20;64;10;19;14;0;21;15;6;7;2;8;9;7;5;12;9;23;27;9;15;20
"lombardia";"FB139217";"male";44;"Scuola media primaria";"Dipendente";"Yes";"Comitato di Lurate Caccivio";"Si";"28";"Più di 1 anno fa";"1 turno a settimana";"Capo-squadra";"No";"Yes";12;7;2;0;1;2;2;0;1;0;2;1;1;0;5;33;16;34;24;10;34;131;28;16;30;30;27;68;13;15;5;3;3;1;3;7;7;0;0;11;18;8;18;15;19;55;34;22;22;21
"lombardia";"LV33818";"male";65;"Diploma";"Pensionato";"Yes";"Comitato di Bergamo Hinterland";"Si";"29";"Meno di 6 mesi fa";"Più di 1 turno a settimana";"Autista";"Yes";"No";11;7;1;3;1;1;1;0;1;0;1;1;1;0;4;34;25;33;22;11;36;132;31;19;29;33;20;65;20;21;6;6;9;0;0;0;0;0;0;17;16;10;15;12;15;46;39;20;20;20
"lombardia";"AO66295";"male";20;"Diploma";"Studente";"Yes";"Comitato di Lodi";"Si";"2";"Più di 1 anno fa";"1 turno a settimana";"Capo-squadra";"Yes";"No";19;8;2;1;2;1;2;1;2;2;2;2;0;2;11;24;24;15;11;4;29;98;12;19;26;18;23;65;17;1;0;0;1;0;0;6;4;2;0;5;22;7;18;10;19;59;22;4;4;4
"lombardia";"MT9889146";"male";20;"Diploma";"Libero professionista";"Yes";"Comitato di Calvisano";"Si";"2";"Più di 1 anno fa";"Più di 1 turno a settimana";"Soccorritore";"No";"No";21;10;2;1;4;0;3;0;2;4;1;1;1;2;11;27;29;35;22;13;34;126;24;18;39;31;14;65;26;26;10;3;7;0;6;43;10;22;11;10;15;12;9;15;11;35;37;12;7;10
"lombardia";"PL747410";"female";31;"Laurea breve";"Dipendente";"Yes";"Comitato di Menaggio";"Si";"10";"Meno di 6 mesi fa";"1 turno al mese";"Soccorritore";"Yes";"Yes";23;9;1;2;2;1;3;3;1;3;1;3;3;0;14;34;22;36;23;13;31;134;36;19;30;30;19;64;21;52;10;8;13;1;20;22;7;11;4;8;19;10;8;10;14;41;28;19;22;24
"lombardia";"CG885827";"male";24;"Diploma";"Dipendente";"Yes";"Comitato di Desio";"Si";"4";"Meno di 1 anno fa";"Più di 1 turno a settimana";"Autista";"No";"Yes";17;11;1;4;2;2;2;0;3;0;1;1;1;0;6;33;25;25;15;10;31;139;31;20;32;35;21;63;19;20;1;1;9;0;9;9;4;5;0;13;21;14;19;15;19;59;42;20;23;24
"lombardia";"GS566817";"female";24;"Diploma";"Studente";"Yes";"Comitato di Codogno";"Si";"6";"Meno di 1 anno fa";"Più di 1 turno a settimana";"Capo-squadra";"No";"Yes";25;11;1;3;2;2;3;2;1;2;3;3;2;1;14;26;25;34;22;12;40;158;36;19;39;44;20;65;20;42;7;6;17;0;12;32;12;12;8;11;11;7;6;9;9;26;27;17;21;21
"lombardia";"Lucio1963";"male";56;"Scuola media primaria";"Pensionato";"Yes";"Comitato di Legnano";"Si";"3";"Meno di 6 mesi fa";"1 turno ogni due settimane";"Soccorritore";"No";"Yes";24;4;1;3;0;0;0;3;3;3;3;3;2;3;20;38;26;27;14;13;36;159;34;24;38;42;21;60;19;68;8;17;15;2;26;4;1;3;0;13;24;7;19;10;20;63;30;24;24;22
"lombardia";"ML93275";"female";23;"Diploma";"Studente";"Yes";"Comitato di Alte Groane";"Si";"3";"Più di 1 anno fa";"1 turno ogni due settimane";"Capo-squadra";"No";"Yes";25;14;1;3;4;3;3;1;3;1;1;2;0;3;11;26;43;43;30;13;38;150;38;23;36;33;20;59;20;60;10;16;12;0;22;31;18;12;1;15;12;13;7;14;11;30;42;9;11;24
"lombardia";"LS547219";"male";64;"Diploma";"Pensionato";"Yes";"Comitato di Bergamo Hinterland";"Si";"12";"Meno di 6 mesi fa";"Più di 1 turno a settimana";"Autista";"No";"No";19;9;4;1;1;3;0;1;1;0;3;1;3;1;10;40;20;30;16;14;38;144;33;20;32;37;22;64;18;8;4;0;0;0;4;2;0;2;0;10;20;11;19;12;16;55;33;24;21;21
"lombardia";"SN931683";"female";20;"Diploma";"Studente";"Yes";"Comitato di Sesto San Giovanni";"Si";"2";"Meno di 6 mesi fa";"1 turno a settimana";"Capo-squadra";"Yes";"Yes";9;5;0;1;0;3;1;0;1;1;2;0;0;0;4;44;19;28;21;7;44;127;29;17;34;27;20;67;20;42;8;13;16;0;5;27;10;11;6;5;5;6;11;12;14;30;23;4;10;4
"lombardia";"ES01765";"female";26;"Diploma";"Dipendente";"Yes";"Comitato di Alte Groane";"Si";"5";"Meno di 6 mesi fa";"1 turno ogni due settimane";"Capo-squadra";"Yes";"No";14;7;1;2;2;1;1;1;0;2;3;1;0;0;7;34;34;41;27;14;26;137;35;18;29;33;22;66;18;39;8;5;11;0;15;24;10;12;2;19;16;8;10;11;14;40;38;14;24;24
"lombardia";"PP690227";"female";23;"Diploma";"Dipendente";"Yes";"Comitato di Milano Est";"Si";"4";"Meno di 1 anno fa";"1 turno a settimana";"Soccorritore";"No";"Yes";19;10;2;4;1;2;1;1;1;0;3;2;0;2;9;37;32;33;20;13;38;138;30;19;36;30;23;65;17;54;14;11;6;0;23;15;8;6;1;11;15;9;15;11;14;44;31;24;22;24
"lombardia";"CR79347";"female";43;"Scuola media primaria";"Dipendente";"Yes";"Comitato di Bergamo Hinterland";"Si";"6";"Meno di 2 mesi fa";"1 turno a settimana";"Capo-squadra";"No";"Yes";8;8;3;0;1;1;3;0;0;0;0;0;0;0;0;36;31;29;22;7;40;122;22;16;29;32;23;68;17;55;9;12;12;5;17;26;10;11;5;17;18;9;19;11;18;55;37;24;19;23
"lombardia";"EL49717";"female";48;"Diploma";"Dipendente";"Yes";"Comitato di Crema";"Si";"9";"Meno di 2 mesi fa";"1 turno a settimana";"Soccorritore";"Yes";"Yes";32;16;3;4;3;3;3;3;3;3;3;1;1;2;16;21;21;26;17;9;34;114;21;24;24;25;20;59;20;1;1;0;0;0;0;50;13;22;15;10;13;9;12;8;10;35;27;19;9;13
"lombardia";"SA730933";"female";19;"Scuola media primaria";"Studente";"Yes";"Comitato di Treviglio";"Si";"1";"Meno di 6 mesi fa";"Più di 1 turno a settimana";"Soccorritore";"Yes";"No";5;3;2;0;0;1;0;0;1;0;1;0;0;0;2;42;36;35;22;13;47;149;38;20;38;42;11;64;29;0;0;0;0;0;0;0;0;0;0;23;20;11;17;19;19;56;53;24;20;19
"lombardia";"Italli80058";"female";43;"Scuola media primaria";"Libero professionista";"Yes";"Comitato di Menaggio";"Si";"16";"Meno di 2 mesi fa";"Più di 1 turno a settimana";"Capo-squadra";"No";"Yes";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"lombardia";"EL98052";"male";32;"Scuola media primaria";"Dipendente";"Yes";"Comitato di Merate";"Si";"3";"Meno di 1 anno fa";"1 turno a settimana";"Soccorritore";"Yes";"No";14;7;1;4;0;1;1;1;2;0;2;2;0;0;7;38;19;34;18;16;37;157;43;17;43;34;20;66;20;71;10;17;14;3;27;10;6;4;0;23;17;14;19;16;18;54;53;20;24;24
"lombardia";"138";"female";47;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Voghea";"Si";"10";"Meno di 1 anno fa";"Meno di 1 turno al mese";"Soccorritore";"Yes";"No";15;7;0;2;2;1;2;1;2;0;3;1;1;0;8;34;31;34;23;11;37;142;34;24;34;32;18;59;22;41;5;13;13;0;10;0;0;0;0;13;18;12;15;13;14;47;38;24;23;17
"lombardia";"LC944869";"male";50;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Area Sud Milanese";"Si";"3";"Meno di 1 anno fa";"1 turno ogni due settimane";"Autista";"Yes";"No";31;17;3;4;4;2;4;3;4;2;3;2;0;0;14;26;35;38;25;13;30;155;45;17;45;38;10;67;30;31;10;4;13;0;4;20;10;7;3;21;8;17;12;15;12;32;53;21;24;24
"lombardia";"IC900516";"female";27;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Casteggio";"Si";"8";"Meno di 1 anno fa";"1 turno a settimana";"Capo-squadra";"No";"Yes";17;10;2;1;3;3;1;0;1;1;3;2;0;0;7;28;39;27;15;12;29;112;25;17;29;22;19;67;21;23;5;4;6;0;8;14;8;6;0;11;17;10;18;12;19;54;33;24;24;24
"lombardia";"VA262531";"female";36;"Laurea breve";"Libero professionista";"Yes";"Comitato di Casatenovo";"Si";"6";"Meno di 1 anno fa";"1 turno ogni due settimane";"Capo-squadra";"Yes";"Yes";20;14;2;1;4;4;3;1;1;1;3;0;0;0;6;44;41;37;26;11;44;143;34;25;35;35;14;57;26;42;13;7;9;0;13;23;4;16;3;14;7;16;13;17;18;38;47;24;24;24
"lombardia";"sf893533";"female";32;"Diploma";"Dipendente";"Yes";"Comitato di Pieve Emanuele";"Si";"1";"Più di 6 mesi fa";"1 turno a settimana";"Soccorritore";"Yes";"No";29;11;1;0;2;4;4;1;3;4;2;2;4;2;18;28;17;27;13;14;38;148;25;29;40;32;22;54;18;4;2;2;0;0;0;4;0;2;2;7;9;8;13;12;12;34;27;9;14;24
"lombardia";"RL26982";"male";27;"Diploma";"Dipendente";"Yes";"Comitato di Bergamo Hinterland";"Si";"4";"Meno di 6 mesi fa";"Più di 1 turno a settimana";"Capo-squadra";"No";"No";10;8;1;1;3;0;3;0;1;0;0;1;0;0;2;41;32;43;28;15;42;124;27;16;28;42;11;68;29;34;7;4;10;0;13;12;7;4;1;13;18;11;16;16;17;51;40;24;23;20
"lombardia";"Eb7881";"male";61;"Diploma";"Dipendente";"Yes";"Comitato di Bergamo hinterland";"Si";"40";"Più di 1 anno fa";"1 turno ogni due settimane";"Autista";"No";"No";17;10;1;3;2;3;1;0;2;1;1;1;1;1;7;27;24;34;25;9;28;140;29;27;33;32;19;57;21;45;9;8;11;0;17;35;16;13;6;11;17;12;15;12;16;48;35;16;14;13
"lombardia";"EL42378";"female";49;"Diploma";"Dipendente";"Yes";"Comitato di Casalmaggiore";"Si";"7";"Più di 2 mesi fa";"Più di 1 turno a settimana";"Soccorritore";"No";"No";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"lombardia";"Va15627";"male";43;"Laurea breve";"Dipendente";"Yes";"Comitato di Bergamo";"Si";"10";"Meno di 6 mesi fa";"1 turno a settimana";"Capo-squadra";"Yes";"Yes";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"lombardia";"Cg370423";"female";51;"Diploma";"Dipendente";"Yes";"Comitato di Treviglio";"Si";"2";"Meno di 6 mesi fa";"1 turno a settimana";"Soccorritore";"Yes";"No";12;9;1;0;4;0;4;0;0;0;0;0;0;3;3;46;24;35;22;13;44;124;14;24;37;36;13;60;27;39;5;7;11;0;16;16;9;4;3;15;21;9;18;10;18;57;34;15;24;24
"lombardia";"MLDB2041210";"male";29;"Diploma";"Dipendente";"Yes";"Comitato di Calvisano";"Si";"8";"Meno di 6 mesi fa";"Più di 1 turno a settimana";"Capo-squadra";"No";"No";19;5;1;1;1;1;1;2;2;3;1;1;2;3;14;21;23;26;17;9;40;152;34;22;35;34;27;61;13;58;9;10;11;6;22;3;1;2;0;7;11;9;14;10;14;39;26;24;24;24
"lombardia";"PCOELHOCARVALHO5597";"male";51;"Diploma";"Libero professionista";"Yes";"Comitato di Mantova";"Si";"8";"Più di 1 anno fa";"1 turno a settimana";"Autista";"No";"No";7;2;1;0;0;1;0;0;2;0;3;0;0;0;5;35;21;28;19;9;37;107;12;16;36;23;20;68;20;5;0;0;5;0;0;6;3;3;0;16;24;6;19;10;19;62;32;17;17;13
"lombardia";"BV795937";"female";47;"Diploma";"Disoccupato";"Yes";"Comitato di San Donato Milanese";"Si";"8";"Più di 6 mesi fa";"1 turno a settimana";"Soccorritore";"No";"Yes";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"lombardia";"0028cribre";"male";50;"Diploma";"Libero professionista";"Yes";"Comitato di Bresso";"Si";"4";"Più di 1 anno fa";"Più di 1 turno a settimana";"Capo-squadra";"No";"Yes";3;1;1;0;0;0;0;0;1;0;1;0;0;0;2;43;34;34;19;15;46;153;27;19;40;47;20;65;20;77;13;21;17;3;23;10;3;6;1;20;10;15;16;20;20;46;55;24;20;24
"lombardia";"SC488317";"female";30;"Laurea magistrale";"Libero professionista";"Yes";"Comitato di Como";"Si";"3";"Meno di 1 anno fa";"Più di 1 turno a settimana";"Capo-squadra";"No";"No";13;6;2;1;1;1;1;1;1;0;3;1;1;0;7;32;39;24;16;8;27;149;35;19;40;39;16;64;24;16;0;4;12;0;0;17;6;10;1;15;12;12;15;11;16;43;38;24;24;24
"lombardia";"RF129121";"male";19;"Diploma";"Dipendente";"Yes";"Comitato di Legnano";"Si";"1";"Meno di 1 anno fa";"1 turno a settimana";"Capo-squadra";"No";"Yes";24;11;2;4;1;1;3;2;2;0;3;3;1;2;13;22;24;30;22;8;22;115;16;19;35;26;19;65;21;32;7;6;11;0;8;23;11;10;2;9;13;8;12;14;15;40;31;22;16;15
"lombardia";"MC23408";"male";53;"Diploma";"Dipendente";"Yes";"Comitato di Busto Arsizio";"Si";"23";"Meno di 2 mesi fa";"1 turno a settimana";"Capo-squadra";"No";"Yes";19;9;3;2;1;2;1;2;2;1;3;1;1;0;10;25;35;35;22;13;32;117;17;16;39;25;20;68;20;14;1;2;9;0;2;15;6;8;1;18;15;17;15;15;17;47;50;9;14;9
"lombardia";"LB66345";"female";22;"Diploma";"Studente";"Yes";"Comitato di Milano Est";"Si";"2";"Più di 1 anno fa";"Più di 1 turno a settimana";"Capo-squadra";"No";"Yes";28;13;3;4;2;2;2;1;3;3;3;3;2;0;15;37;22;33;18;15;36;146;48;19;32;27;20;65;20;38;9;1;7;0;21;39;12;18;9;8;13;10;9;4;12;34;22;13;16;21
"lombardia";"MT915542";"female";52;"Diploma";"Dipendente";"Yes";"Comitato di Milano";"Si";"5";"Meno di 1 anno fa";"1 turno ogni due settimane";"Capo-squadra";"No";"No";11;9;1;4;0;0;4;0;0;0;2;0;0;0;2;40;32;17;10;7;44;168;33;33;43;45;14;50;26;76;14;18;17;0;27;4;2;2;0;18;14;10;13;11;11;38;39;18;20;18
"lombardia";"AC582234";"male";37;"Diploma";"Libero professionista";"Yes";"Comitato di Crema";"Si";"16";"Più di 1 anno fa";"1 turno a settimana";"Capo-squadra";"Yes";"Yes";24;9;3;1;1;2;2;2;3;2;2;2;1;3;15;28;28;37;24;13;29;143;27;26;39;37;14;57;26;25;3;4;6;2;10;51;14;24;13;17;15;19;15;16;12;42;52;13;13;16
"lombardia";"MA365376";"female";31;"Laurea breve";"Dipendente";"Yes";"Comitato di Monza";"Si";"14";"Più di 1 anno fa";"1 turno al mese";"Capo-squadra";"Yes";"Yes";17;7;1;3;1;1;1;1;2;1;2;2;1;1;10;40;27;40;25;15;46;138;32;22;37;29;18;61;22;53;9;11;12;1;20;16;6;9;1;13;12;14;12;14;15;39;41;12;19;20
"lombardia";"LG011546";"male";46;"Scuola media primaria";"Dipendente";"Yes";"Comitato di Como";"Si";"18";"Meno di 6 mesi fa";"Più di 1 turno a settimana";"Autista";"No";"No";19;11;3;1;4;1;2;1;1;1;2;1;1;1;8;31;29;32;20;12;33;147;31;24;39;39;14;59;26;64;11;12;16;0;25;15;1;12;2;14;15;14;14;15;13;42;43;22;17;20
"lombardia";"AP610311";"male";41;"Diploma";"Libero professionista";"Yes";"Comitato di Ghedi";"Si";"18";"Meno di 1 anno fa";"1 turno al mese";"Autista";"No";"Yes";4;3;2;0;0;1;0;0;0;0;0;0;1;0;1;40;30;37;26;11;41;137;26;22;32;29;28;62;12;11;3;1;2;0;5;6;3;3;0;14;22;8;18;14;18;58;36;22;15;24
"lombardia";"FC11769";"male";57;"Scuola media primaria";"Libero professionista";"Yes";"Comitato di Bergamo Ovest e Valle Imagna";"Si";"35";"Meno di 1 anno fa";"1 turno a settimana";"Autista";"Yes";"Yes";10;5;4;1;0;0;0;2;1;0;1;0;1;0;5;31;35;27;14;13;29;161;33;18;38;41;31;66;9;12;0;4;4;0;4;9;2;5;2;19;8;11;19;18;13;40;48;17;14;15
"lombardia";"MP59145";"female";27;"Diploma";"Dipendente";"Yes";"Comitato di Bergamo Hinterland";"Si";"4";"Meno di 2 mesi fa";"1 turno ogni due settimane";"Capo-squadra";"No";"Yes";34;15;3;3;3;3;3;3;3;3;3;2;2;3;19;26;26;36;24;12;31;135;33;23;33;30;16;60;24;52;10;12;10;0;20;37;10;17;10;10;12;12;7;10;7;26;32;11;16;17
"lombardia";"D467811";"male";33;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Gallarate";"Si";"14";"Meno di 2 mesi fa";"Più di 1 turno a settimana";"Medico";"Yes";"No";24;11;4;3;1;3;0;3;3;0;3;1;1;2;13;32;32;37;27;10;29;133;29;28;30;32;14;55;26;63;6;15;15;0;27;3;3;0;0;7;6;10;11;15;9;26;32;21;20;24
"lombardia";"GC9570";"male";53;"Diploma";"Dipendente";"Yes";"Comitato di Merate";"Si";"26";"Più di 1 anno fa";"1 turno a settimana";"Capo-squadra";"No";"Yes";17;9;3;1;3;1;1;1;3;2;1;1;0;0;8;42;30;32;20;12;41;139;36;18;36;35;14;66;26;45;7;9;12;1;16;17;5;9;3;19;16;15;15;15;17;48;49;24;22;22
"lombardia";"VG9994114";"male";54;"Diploma";"Dipendente";"Yes";"Comitato di Vigevano";"Si";"6";"Meno di 6 mesi fa";"1 turno a settimana";"Autista";"Yes";"No";5;5;2;0;1;1;1;0;0;0;0;0;0;0;0;35;29;43;29;14;42;121;18;19;29;34;21;65;19;47;8;11;11;0;17;11;4;6;1;12;19;10;20;11;20;59;33;24;24;24
"lombardia";"CM8188141";"female";59;"Diploma";"Dipendente";"Yes";"Comitato di Gallarate";"Si";"18";"Più di 6 mesi fa";"1 turno a settimana";"Capo-squadra";"Yes";"Yes";17;12;4;3;1;3;1;0;3;0;1;1;0;0;5;31;26;26;19;7;45;127;30;20;31;27;19;62;21;87;14;22;18;7;26;51;10;26;15;18;17;12;20;16;19;56;46;23;12;24
"lombardia";"ML70469";"female";44;"Diploma";"Dipendente";"Yes";"Comitato di Suzzara";"Si";"2";"Meno di 6 mesi fa";"Più di 1 turno a settimana";"Soccorritore";"Yes";"No";21;10;2;1;2;3;2;1;2;2;2;1;1;2;11;29;29;28;17;11;30;141;31;31;33;31;15;51;25;57;9;17;15;0;16;12;6;4;2;10;9;13;14;15;11;34;38;14;7;13
"lombardia";"LD345858";"female";27;"Laurea breve";"Dipendente";"Yes";"Comitato di Bergamo";"Si";"7";"Più di 2 mesi fa";"1 turno ogni due settimane";"Soccorritore";"No";"Yes";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"lombardia";"Lv510834";"male";23;"Diploma";"Studente";"Yes";"Comitato di Gallarate";"Si";"1";"Meno di 2 mesi fa";"1 turno a settimana";"Capo-squadra";"No";"Yes";6;3;1;0;1;0;1;0;1;0;1;1;0;0;3;40;32;23;15;8;29;145;29;30;37;40;9;52;31;14;5;2;3;0;4;33;6;20;7;16;17;9;8;14;10;35;39;16;24;19
"lombardia";"GB155113";"male";39;"Laurea breve";"Libero professionista";"Yes";"Comitato di Alte Groane";"Si";"20";"Meno di 1 anno fa";"1 turno ogni due settimane";"Autista";"No";"Yes";22;11;2;2;3;1;3;2;3;1;2;1;1;1;11;28;32;30;18;12;32;138;29;22;31;37;19;62;21;29;2;5;11;0;11;24;4;15;5;16;17;10;5;14;13;35;40;24;22;24
"lombardia";"BP67492";"male";33;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Colico";"Si";"8";"Più di 1 anno fa";"1 turno ogni due settimane";"Capo-squadra";"Yes";"Yes";16;7;2;2;2;1;0;3;1;0;1;2;2;0;9;36;38;39;24;15;28;124;29;21;34;27;13;63;27;17;0;0;8;0;9;6;3;3;0;18;20;17;15;14;11;46;49;23;24;22
"lombardia";"Lg67815";"female";52;"Diploma";"Dipendente";"Yes";"Comitato di Casteggio";"Si";"13";"Meno di 1 anno fa";"1 turno a settimana";"Capo-squadra";"Yes";"Yes";15;10;3;1;2;2;2;0;2;0;3;0;0;0;5;34;29;40;24;16;45;144;28;25;40;37;14;57;26;77;9;21;16;2;29;52;16;22;14;17;20;12;18;11;16;54;40;17;12;19
"lombardia";"BM300739";"male";58;"Diploma";"Libero professionista";"Yes";"Comitato di Varese";"Si";"4";"Meno di 1 anno fa";"1 turno ogni due settimane";"Capo-squadra";"No";"No";15;6;1;2;1;1;1;1;2;0;3;2;1;0;9;41;33;33;20;13;45;152;31;16;37;40;28;68;12;64;9;14;15;2;24;30;3;24;3;6;6;10;12;10;16;34;26;6;14;11
"lombardia";"Va15627";"male";43;"Laurea breve";"Dipendente";"Yes";"Comitato di Bergamo";"Si";"10";"Meno di 6 mesi fa";"1 turno a settimana";"Capo-squadra";"Yes";"Yes";19;12;3;3;2;3;1;1;2;1;2;0;1;0;7;27;29;33;21;12;30;153;28;23;37;39;26;61;14;41;7;6;7;1;20;27;8;17;2;18;12;13;9;14;9;30;45;20;19;19
"lombardia";"Mv858019";"male";52;"Diploma";"Dipendente";"Yes";"Comitato di Villasanta";"Si";"33";"Meno di 1 anno fa";"1 turno a settimana";"Autista";"Yes";"No";12;7;2;0;3;2;0;0;2;0;3;0;0;0;5;38;33;30;18;12;41;129;27;20;29;37;16;64;24;24;5;6;6;0;7;10;3;5;2;8;21;8;16;12;18;55;28;15;11;13
"lombardia";"EF81423";"male";20;"Diploma";"Studente";"Yes";"Comitato di Legnano";"Si";"1";"Meno di 1 anno fa";"1 turno a settimana";"Soccorritore";"No";"No";28;11;2;1;3;1;4;2;3;4;2;2;3;1;17;22;24;30;19;11;29;124;16;29;40;28;11;54;29;2;0;0;1;0;1;4;4;0;0;10;11;11;8;13;8;27;34;9;8;7
"lombardia";"GIF1988";"female";30;"Laurea magistrale";"Dipendente";"Yes";"Comitato di Treviglio";"Si";"10";"Meno di 1 anno fa";"1 turno ogni due settimane";"Capo-squadra";"No";"No";16;7;2;1;1;2;1;1;2;1;4;1;0;0;9;39;27;26;15;11;41;136;30;21;35;35;15;63;25;38;7;6;12;0;13;2;1;1;0;12;13;16;10;14;18;41;42;15;13;17
"lombardia";"MS249019";"female";21;"Diploma";"Studente";"Yes";"Comitato di Varese";"Si";"2";"Più di 1 anno fa";"1 turno a settimana";"Capo-squadra";"Yes";"No";17;8;2;0;2;3;1;1;2;1;1;0;2;2;9;37;32;30;20;10;32;131;32;17;27;35;20;67;20;23;2;3;10;0;8;4;2;2;0;6;21;7;19;8;20;60;21;24;21;24
